City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
379,Nandigāma,IN,16.7833,80.3,72.61,70,9,3.13,clear sky
380,Amga,RU,60.8953,131.9608,-26.27,97,100,5.1,overcast clouds
381,Vuktyl,RU,63.8567,57.3094,-11.88,100,100,1.01,overcast clouds
382,Boa Vista,BR,2.8197,-60.6733,84.18,65,75,11.5,broken clouds
383,Imbituba,BR,-28.24,-48.6703,75.85,57,56,8.1,broken clouds
384,Lagunillas,VE,10.1301,-71.2595,88.99,59,10,6.96,clear sky
385,Peniche,PT,39.3558,-9.3811,66.29,96,99,9.08,overcast clouds
386,Ta`ū,AS,-14.2336,-169.5144,80.31,82,81,14.88,light rain
387,Paracuru,BR,-3.41,-39.0306,84.11,60,96,16.28,overcast clouds
388,Bathsheba,BB,13.2167,-59.5167,79.41,89,75,11.5,light rain
389,Pirae,PF,-17.5167,-149.5333,78.82,83,40,3.44,moderate rain
390,Sauðarkrokur,IS,65.7461,-19.6394,17.89,64,51,5.59,broken clouds
391,Tofol,FM,5.3248,163.0078,82.15,76,47,11.27,light rain
392,Kirakira,SB,-10.4544,161.9205,77.61,90,98,5.14,overcast clouds
393,Richards Bay,ZA,-28.783,32.0377,72.88,95,99,7.02,light rain
394,Puttalam,LK,8.0362,79.8283,78.55,89,100,10.78,overcast clouds
395,Ketchikan,US,55.3422,-131.6461,39.67,87,100,9.22,light rain
396,Las Lomitas,AR,-24.7096,-60.593,88.88,48,52,6.98,light rain
397,Nikolayevsk-on-Amur,RU,53.1406,140.73,3.47,96,100,7.16,overcast clouds
398,Catanduva,BR,-21.1378,-48.9728,97.23,31,4,8.21,clear sky
399,Coquimbo,CL,-29.9533,-71.3436,62.33,82,75,12.66,broken clouds
400,Kabinda,CD,-6.1333,24.4833,70.61,91,97,1.61,light rain
401,Marion,US,39.7684,-86.1555,64.74,80,75,17.27,broken clouds
402,Yunfu,CN,22.9306,112.0373,71.83,88,70,2.13,broken clouds
403,Palikir,FM,6.9248,158.1611,81.34,78,75,4.61,moderate rain
404,Qorveh,IR,35.1664,47.8045,44.55,66,98,11.81,overcast clouds
405,Grand Baie,MU,-20.0182,57.5802,81.45,83,25,3.0,light rain
406,Boskovice,CZ,49.4875,16.66,32.2,85,100,7.07,overcast clouds
407,Guerrero Negro,MX,27.9769,-114.0611,67.24,61,0,2.01,clear sky
408,City of San Pedro,PH,14.35,121.0167,81.63,82,20,5.99,few clouds
409,Wanning,CN,18.8003,110.3967,72.91,87,100,5.01,overcast clouds
410,Port Blair,IN,11.6667,92.75,80.64,94,40,2.3,mist
411,Santiago de Cao,PE,-7.9589,-79.2392,69.93,78,0,10.36,clear sky
412,Storm Lake,US,42.6411,-95.2097,31.44,93,75,18.41,broken clouds
413,Dinguiraye,GN,11.3,-10.7167,91.36,12,100,6.6,overcast clouds
414,Nouadhibou,MR,20.931,-17.0347,85.98,23,100,4.61,overcast clouds
415,Mugumu,TZ,-1.85,34.7,67.19,81,92,1.88,moderate rain
416,Pandan,PH,14.0453,124.1694,80.4,80,38,9.13,scattered clouds
417,Hell-Ville,MG,-13.4,48.2667,84.76,71,90,4.9,light rain
418,Lázaro Cárdenas,MX,17.9583,-102.2,84.13,56,82,0.65,broken clouds
419,Anār Darah,AF,32.7587,61.654,53.4,35,76,5.41,broken clouds
420,Xapuri,BR,-10.6517,-68.5044,97.3,37,100,1.63,overcast clouds
421,Sidi Mérouane,DZ,36.5206,6.2611,59.4,75,83,8.66,broken clouds
422,Amahai,ID,-3.3333,128.9167,79.43,83,99,3.89,overcast clouds
423,Las Piedras,UY,-34.7264,-56.22,72.82,56,75,11.5,broken clouds
424,Cooma,AU,-36.2333,149.1333,59.2,97,100,3.69,overcast clouds
425,Jiexiu,CN,37.0244,111.9125,36.95,64,62,11.7,broken clouds
426,Auki,SB,-8.7676,160.7034,77.59,90,100,4.83,overcast clouds
427,Rønne,DK,55.1009,14.7066,39.11,93,100,13.8,mist
428,Sassandra,CI,4.95,-6.0833,84.0,71,15,7.65,few clouds
429,Kabalo,CD,-6.05,26.9167,72.64,96,91,2.44,overcast clouds
430,Labytnangi,RU,66.6572,66.4183,-7.89,98,100,1.77,overcast clouds
431,Kingston,JM,17.997,-76.7936,86.95,69,20,20.71,few clouds
432,Pacific Grove,US,36.6177,-121.9166,50.65,60,0,13.0,clear sky
433,Pio,PH,15.0466,120.5181,81.48,74,75,2.3,broken clouds
434,Ballina,AU,-28.8667,153.5667,67.78,88,7,7.83,clear sky
435,Srandakan,ID,-7.9386,110.2506,80.35,78,100,4.45,overcast clouds
436,Sivas Province,TR,39.7916,37.0019,39.83,87,75,12.66,light rain
437,Inarajan Village,GU,13.2736,144.7484,80.74,91,21,16.53,few clouds
438,Greymouth,NZ,-42.4667,171.2,59.54,97,100,13.58,light rain
439,Manokwari,ID,-0.8667,134.0833,79.47,85,100,12.3,overcast clouds
440,Toliara,MG,-23.35,43.6667,78.33,88,10,6.24,clear sky
441,Jūybār,IR,36.6412,52.9124,53.76,71,100,4.34,overcast clouds
442,Guadalupe y Calvo,MX,26.1,-106.9667,58.95,24,0,2.57,clear sky
443,Zalţan,LY,32.947,11.8665,64.56,72,92,30.0,light rain
444,Sargatskoye,RU,55.6101,73.4972,-13.86,98,100,6.46,overcast clouds
445,Slave Lake,CA,55.2834,-114.769,13.98,79,0,5.75,clear sky
446,Albertina,BR,-22.2008,-46.6158,80.94,55,60,4.54,broken clouds
447,Dhidhdhoo,MV,6.8833,73.1,83.7,77,69,7.99,broken clouds
448,Palmer,US,42.1584,-72.3287,52.86,71,75,1.01,broken clouds
449,Kovernino,RU,57.1253,43.8142,0.16,87,100,9.78,overcast clouds
450,Bandarbeyla,SO,9.4942,50.8122,78.46,73,98,19.01,overcast clouds
451,Santo Antônio do Içá,BR,-3.1022,-67.9397,82.31,85,98,3.38,overcast clouds
452,Caleta de Carquín,PE,-11.0925,-77.6267,72.52,75,42,11.05,scattered clouds
453,Nabire,ID,-3.3667,135.4833,76.44,94,100,3.06,overcast clouds
454,Puerto Baquerizo Moreno,EC,-0.9,-89.6,81.59,78,75,10.36,broken clouds
455,Jiagedaqi,CN,50.4167,124.1167,-8.41,73,18,8.75,few clouds
456,Dryden,CA,49.7833,-92.7503,25.09,86,100,13.8,snow
457,Juegang,CN,32.3174,121.1855,55.27,79,60,7.16,broken clouds
458,Ak’ordat,ER,15.5486,37.8867,84.83,24,100,8.61,overcast clouds
459,São João da Barra,BR,-21.6403,-41.0511,73.49,91,100,17.81,overcast clouds
460,Sumbawa Besar,ID,-8.5,117.4333,76.19,94,99,3.0,overcast clouds
461,Gokwe,ZW,-18.2048,28.9349,81.97,29,68,3.13,broken clouds
462,Viedma,AR,-40.8135,-62.9967,77.5,23,36,16.44,scattered clouds
463,Port Alfred,ZA,-33.5906,26.891,58.17,96,100,3.0,light rain
464,Saint Johns,US,29.8961,-81.4165,80.94,67,0,10.36,clear sky
465,Prado,BR,-17.3411,-39.2208,84.45,58,1,11.56,clear sky
466,Anshun,CN,26.25,105.9333,55.35,97,2,8.21,clear sky
467,Port Hedland,AU,-20.3167,118.5667,82.45,69,27,10.36,scattered clouds
468,Paita,PE,-5.0892,-81.1144,76.35,68,9,12.03,clear sky
469,Sanandij,IR,35.3144,46.9923,46.42,61,40,2.3,scattered clouds
470,Mayya,RU,61.7333,130.2811,-29.69,96,100,7.14,overcast clouds
471,Tarawa,KI,1.419,172.984,82.49,100,40,3.44,scattered clouds
472,Xilin Hot,CN,43.9667,116.0333,-4.58,86,50,2.01,scattered clouds
473,Paramonga,PE,-10.6667,-77.8333,72.52,76,67,11.34,broken clouds
474,Katsuren-haebaru,JP,26.3369,127.8719,74.17,78,40,9.22,scattered clouds
475,Jilin,CN,43.0,126.0,5.68,65,0,2.46,clear sky
476,Carutapera,BR,-1.195,-46.02,88.03,62,69,10.87,broken clouds
477,Mata-Utu,WF,-13.2816,-176.1745,81.48,80,77,6.26,moderate rain
478,Lib,MH,8.3122,167.3766,81.48,68,58,19.55,broken clouds
479,Pacasmayo,PE,-7.4006,-79.5714,73.74,72,61,11.68,broken clouds
480,Cascais,PT,38.6979,-9.4215,67.51,95,75,10.0,broken clouds
481,Novyy Urgal,RU,51.0736,132.5642,-7.37,84,100,4.7,overcast clouds
482,Adam,OM,22.3756,57.5233,72.09,35,1,4.52,clear sky
483,Trairi,BR,-3.2778,-39.2689,88.03,56,88,16.22,overcast clouds
484,Tarko-Sale,RU,64.9225,77.785,-33.95,100,22,6.44,few clouds
485,Utrik,MH,11.2278,169.8474,81.39,70,100,19.22,overcast clouds
486,Fort McMurray,CA,56.7268,-111.381,13.59,85,0,5.75,clear sky
487,La Paz,BO,-16.5,-68.15,62.58,41,40,2.3,scattered clouds
488,Marabu,MY,4.4148,114.0089,80.74,94,40,2.3,heavy intensity rain
489,Cuyo,PH,10.8525,121.0086,82.13,83,24,17.27,few clouds
490,Patos de Minas,BR,-18.5789,-46.5181,86.43,43,72,1.28,broken clouds
491,Dīr,PK,35.2058,71.8756,44.24,37,0,8.16,clear sky
492,Velikiye Luki,RU,56.34,30.5452,16.63,94,100,7.99,overcast clouds
493,Balkanabat,TM,39.5108,54.3671,49.71,38,100,13.44,overcast clouds
494,Tabou,CI,4.423,-7.3528,83.91,72,14,8.52,few clouds
495,Mili,MH,6.0815,171.735,81.95,80,99,16.82,light rain
496,Cortez,US,37.3489,-108.5859,29.03,58,0,4.61,clear sky
497,Markaz-e Ḩukūmat-e Darwēshān,AF,31.1323,64.1934,53.85,29,100,3.56,overcast clouds
498,Onega,RU,63.9061,38.1404,-1.3,92,36,10.98,scattered clouds
499,Gmina Połaniec,PL,50.4332,21.2812,32.23,96,100,3.29,overcast clouds
500,Özalp,TR,38.6548,43.993,35.42,91,99,4.81,overcast clouds
501,Korla,CN,41.7597,86.1469,33.8,58,55,8.1,broken clouds
502,Tengzhou,CN,35.0771,117.1518,48.47,61,29,10.49,scattered clouds
503,Tataouine,TN,32.9297,10.4518,57.92,73,86,25.7,overcast clouds
504,Itaueira,BR,-7.6033,-43.0256,104.02,19,100,3.83,overcast clouds
505,Ciudad Miguel Alemán,MX,26.35,-99.1,78.35,58,2,7.87,clear sky
506,North Platte,US,41.1239,-100.7654,36.12,37,0,21.99,clear sky
507,Tamandaré,BR,-8.7597,-35.1047,83.55,60,100,11.88,overcast clouds
508,Nantucket,US,41.2835,-70.0995,50.14,80,0,16.11,clear sky
509,Tsiombe,MG,-25.3,45.4833,72.1,85,83,7.0,light rain
510,Ciudad Melchor Múzquiz,MX,27.8833,-101.5167,77.74,20,0,2.44,clear sky
511,Toccoa,US,34.5773,-83.3324,55.04,97,100,3.44,heavy intensity rain
512,Vylkove,UA,45.4021,29.586,39.18,88,100,13.18,overcast clouds
513,San Julián,MX,21.0167,-102.1667,63.73,48,1,0.74,clear sky
514,Rémire-Montjoly,GF,4.9167,-52.2667,87.84,58,0,10.36,clear sky
515,Shimoda,JP,34.6667,138.95,56.73,69,97,8.57,overcast clouds
516,Karratha,AU,-20.7377,116.8463,89.55,42,26,12.28,scattered clouds
517,Koulamoutou,GA,-1.1303,12.4736,74.43,96,67,2.84,light rain
518,Pariaman,ID,-0.619,100.12,78.85,88,100,4.25,moderate rain
519,Cassilândia,BR,-19.1133,-51.7342,100.8,26,24,4.54,few clouds
520,Canindé,BR,-4.3589,-39.3117,96.64,31,87,7.58,overcast clouds
521,Hobyo,SO,5.3505,48.5268,80.24,77,73,16.89,broken clouds
522,Selfoss,IS,63.9331,-20.9971,26.04,67,3,8.39,clear sky
523,Las Tablas,PA,7.7667,-80.2833,85.69,72,5,13.94,clear sky
524,Puerto Aisén,CL,-45.4,-72.7,55.92,66,93,6.22,overcast clouds
525,Fray Luis A. Beltrán,AR,-32.7912,-60.7282,75.16,53,20,5.75,few clouds
526,Guangming,CN,45.3333,122.7833,-2.79,74,0,4.5,clear sky
527,Aiquile,BO,-18.2041,-65.1807,81.03,34,24,8.93,few clouds
528,Alaghsas,NE,17.0187,8.0168,85.89,10,0,5.75,clear sky
529,Kruisfontein,ZA,-34.0033,24.7314,58.89,88,100,4.29,light rain
530,Yongning,CN,24.68,118.69,66.0,70,7,9.1,clear sky
531,Levuka,CA,50.1834,-105.4011,21.02,69,28,10.33,scattered clouds
532,Xigazê,CN,29.25,88.8833,31.15,44,0,3.42,clear sky
533,Effium,NG,6.6292,8.0593,88.09,22,71,1.95,broken clouds
534,Launceston,AU,-41.45,147.1667,50.81,81,40,10.36,scattered clouds
535,Gewanē,ET,10.1664,40.6453,82.36,35,0,15.5,clear sky
536,Bientina,IT,43.7063,10.6197,52.92,79,75,2.3,broken clouds
537,Cruzeiro do Sul,BR,-29.5128,-51.9853,80.53,64,6,6.4,clear sky
538,Kearney,US,40.6995,-99.0815,36.88,46,0,26.46,clear sky
539,Ende,ID,-8.8432,121.6623,79.47,89,100,3.02,overcast clouds
540,Sarmiento,AR,-45.5882,-69.07,67.21,34,85,14.38,overcast clouds
541,Kodinsk,RU,58.6881,99.1844,-14.57,100,99,1.95,overcast clouds
542,Mana,GF,5.6592,-53.7767,85.14,65,44,8.66,scattered clouds
543,Chifeng,CN,42.2683,118.9636,12.97,34,22,4.45,few clouds
544,Sierra Grande,AR,-41.606,-65.3557,77.45,14,0,19.1,clear sky
545,Taroudant,MA,30.4703,-8.877,75.45,32,0,9.98,clear sky
546,Olinda,BR,-8.0089,-34.8553,85.73,62,40,11.5,scattered clouds
547,Pangkalanbuun,ID,-2.6833,111.6167,76.24,96,98,2.75,light rain
548,Bethanie,,-26.4833,17.15,75.92,35,68,24.54,broken clouds
549,Nelson,NZ,-41.2833,173.2833,53.91,94,100,3.56,overcast clouds
550,Ratnagiri,IN,16.9833,73.3,78.26,74,3,8.57,clear sky
551,Aripuanã,BR,-9.1667,-60.6333,96.6,37,78,2.28,broken clouds
552,Bikenibeu Village,KI,1.3673,173.1241,82.36,100,40,3.44,scattered clouds
553,Naze,JP,28.3667,129.4833,68.92,64,98,6.51,overcast clouds
554,Chauk,MM,20.8833,94.8167,75.72,77,42,4.47,scattered clouds
555,Arês,BR,-6.1944,-35.1603,86.09,56,87,13.2,overcast clouds
556,Tulun,RU,54.5611,100.5792,-30.15,100,52,1.28,broken clouds
557,João Pinheiro,BR,-17.7425,-46.1725,90.75,33,84,5.68,broken clouds
558,Vanino,RU,49.0869,140.2543,4.93,66,21,15.61,few clouds
559,Plainview,US,40.7765,-73.4673,57.67,81,75,10.36,broken clouds
560,Ibiá,BR,-19.4783,-46.5389,89.06,46,47,7.76,scattered clouds
561,Arrondissement de Mende,FR,44.6667,3.5,39.94,98,100,9.42,overcast clouds
562,Drabiv,UA,49.963,32.1529,27.9,96,96,4.74,overcast clouds
563,Gadzhiyevo,RU,69.2551,33.3362,9.59,86,94,18.79,overcast clouds
564,Aljezur,PT,37.3191,-8.8033,62.38,83,99,3.49,overcast clouds
565,Akureyri,IS,65.6835,-18.0878,3.13,85,0,3.44,clear sky
566,Katabu,ID,-4.9333,122.5167,77.47,88,88,0.92,overcast clouds
567,Milicz,PL,51.5277,17.2714,35.06,92,100,8.41,overcast clouds
568,Ýpsonas,CY,34.6884,32.9574,61.77,55,20,10.36,few clouds
569,Timimoun,DZ,29.2639,0.231,70.18,19,5,16.11,clear sky
570,Shelburne,CA,44.0787,-80.2041,47.16,96,100,17.72,overcast clouds
571,Fomboni,KM,-12.28,43.7425,82.6,78,58,17.2,light rain
